"loc","period","validated_species","n.obs","n.days","freq","flash"
501,"1_1","gaupe",0,70,0,TRUE
501,"1_1","grevling",3,70,0.0428571428571429,TRUE
501,"1_1","hare",10,70,0.142857142857143,TRUE
501,"1_1","hjort",0,70,0,TRUE
501,"1_1","hund",0,70,0,TRUE
501,"1_1","ilder",0,70,0,TRUE
501,"1_1","katt",0,70,0,TRUE
501,"1_1","kjoeretoey",0,70,0,TRUE
501,"1_1","ku",0,70,0,TRUE
501,"1_1","maar",0,70,0,TRUE
501,"1_1","menneske",2,70,0.0285714285714286,TRUE
501,"1_1","motorsykkel",0,70,0,TRUE
501,"1_1","nothing",73,70,1.04285714285714,TRUE
501,"1_1","raadyr",0,70,0,TRUE
501,"1_1","rev",2,70,0.0285714285714286,TRUE
501,"1_1","rugde",0,70,0,TRUE
501,"1_1","sau",0,70,0,TRUE
501,"1_1","skogshons",0,70,0,TRUE
501,"1_1","smagnagere",0,70,0,TRUE
501,"1_1","sykkel",0,70,0,TRUE
501,"1_1","ukjent",2,70,0.0285714285714286,TRUE
501,"1_1","ulv",0,70,0,TRUE
501,"1_1","villsvin",0,70,0,TRUE
501,"1_1",NA,0,70,0,TRUE
501,"1_2","andre_maardyr",0,115,0,TRUE
501,"1_2","andre_pattedyr",0,115,0,TRUE
501,"1_2","bjorn",0,115,0,TRUE
501,"1_2","ekorn",1,115,0.00869565217391304,TRUE
501,"1_2","elg",0,115,0,TRUE
501,"1_2","fugl",0,115,0,TRUE
501,"1_2","gaupe",0,115,0,TRUE
501,"1_2","grevling",0,115,0,TRUE
501,"1_2","hare",12,115,0.104347826086957,TRUE
501,"1_2","hjort",0,115,0,TRUE
501,"1_2","hund",0,115,0,TRUE
501,"1_2","ilder",0,115,0,TRUE
501,"1_2","katt",0,115,0,TRUE
501,"1_2","kjoeretoey",0,115,0,TRUE
501,"1_2","ku",0,115,0,TRUE
501,"1_2","maar",1,115,0.00869565217391304,TRUE
501,"1_2","menneske",3,115,0.0260869565217391,TRUE
501,"1_2","motorsykkel",0,115,0,TRUE
501,"1_2","nothing",118,115,1.02608695652174,TRUE
501,"1_2","raadyr",1,115,0.00869565217391304,TRUE
501,"1_2","rev",3,115,0.0260869565217391,TRUE
501,"1_2","rugde",0,115,0,TRUE
501,"1_2","sau",0,115,0,TRUE
501,"1_2","skogshons",0,115,0,TRUE
501,"1_2","smagnagere",0,115,0,TRUE
501,"1_2","sykkel",0,115,0,TRUE
501,"1_2","ukjent",0,115,0,TRUE
501,"1_2","ulv",0,115,0,TRUE
501,"1_2","villsvin",0,115,0,TRUE
501,"1_2",NA,0,115,0,TRUE
513,"0_1","andre_maardyr",0,6,0,FALSE
513,"0_1","andre_pattedyr",0,6,0,FALSE
513,"0_1","bjorn",0,6,0,FALSE
513,"0_1","ekorn",0,6,0,FALSE
513,"0_1","elg",0,6,0,FALSE
513,"0_1","fugl",0,6,0,FALSE
513,"0_1","gaupe",0,6,0,FALSE
513,"0_1","grevling",0,6,0,FALSE
513,"0_1","hare",1,6,0.166666666666667,FALSE
513,"0_1","hjort",0,6,0,FALSE
513,"0_1","hund",0,6,0,FALSE
513,"0_1","ilder",0,6,0,FALSE
513,"0_1","katt",0,6,0,FALSE
513,"0_1","kjoeretoey",0,6,0,FALSE
513,"0_1","ku",0,6,0,FALSE
513,"0_1","maar",0,6,0,FALSE
513,"0_1","menneske",0,6,0,FALSE
513,"0_1","motorsykkel",0,6,0,FALSE
513,"0_1","nothing",6,6,1,FALSE
513,"0_1","raadyr",2,6,0.333333333333333,FALSE
513,"0_1","rev",0,6,0,FALSE
513,"0_1","rugde",0,6,0,FALSE
513,"0_1","sau",0,6,0,FALSE
513,"0_1","skogshons",0,6,0,FALSE
513,"0_1","smagnagere",0,6,0,FALSE
513,"0_1","sykkel",0,6,0,FALSE
513,"0_1","ukjent",0,6,0,FALSE
513,"0_1","ulv",0,6,0,FALSE
513,"0_1","villsvin",0,6,0,FALSE
513,"0_1",NA,0,6,0,FALSE
513,"0_2","andre_maardyr",0,70,0,FALSE
513,"0_2","andre_pattedyr",0,70,0,FALSE
513,"0_2","bjorn",0,70,0,FALSE
513,"0_2","ekorn",2,70,0.0285714285714286,FALSE
513,"0_2","elg",0,70,0,FALSE
513,"0_2","fugl",0,70,0,FALSE
513,"0_2","gaupe",0,70,0,FALSE
513,"0_2","grevling",39,70,0.557142857142857,FALSE
513,"0_2","hare",0,70,0,FALSE
513,"0_2","hjort",0,70,0,FALSE
513,"0_2","hund",0,70,0,FALSE
513,"0_2","ilder",0,70,0,FALSE
513,"0_2","katt",0,70,0,FALSE
513,"0_2","kjoeretoey",0,70,0,FALSE
513,"0_2","ku",0,70,0,FALSE
513,"0_2","maar",1,70,0.0142857142857143,FALSE
513,"0_2","menneske",1,70,0.0142857142857143,FALSE
513,"0_2","motorsykkel",0,70,0,FALSE
513,"0_2","nothing",77,70,1.1,FALSE
513,"0_2","raadyr",6,70,0.0857142857142857,FALSE
513,"0_2","rev",12,70,0.171428571428571,FALSE
513,"0_2","rugde",0,70,0,FALSE
513,"0_2","sau",0,70,0,FALSE
513,"0_2","skogshons",0,70,0,FALSE
513,"0_2","smagnagere",0,70,0,FALSE
513,"0_2","sykkel",0,70,0,FALSE
513,"0_2","ukjent",3,70,0.0428571428571429,FALSE
513,"0_2","ulv",0,70,0,FALSE
513,"0_2","villsvin",0,70,0,FALSE
513,"0_2",NA,0,70,0,FALSE
513,"0_3","andre_maardyr",0,125,0,FALSE
513,"0_3","andre_pattedyr",0,125,0,FALSE
513,"0_3","bjorn",0,125,0,FALSE
513,"0_3","ekorn",5,125,0.04,FALSE
513,"0_3","elg",0,125,0,FALSE
513,"0_3","fugl",1,125,0.008,FALSE
513,"0_3","gaupe",0,125,0,FALSE
513,"0_3","grevling",22,125,0.176,FALSE
513,"0_3","hare",0,125,0,FALSE
513,"0_3","hjort",0,125,0,FALSE
513,"0_3","hund",0,125,0,FALSE
513,"0_3","ilder",0,125,0,FALSE
513,"0_3","katt",2,125,0.016,FALSE
513,"0_3","kjoeretoey",0,125,0,FALSE
513,"0_3","ku",0,125,0,FALSE
513,"0_3","maar",0,125,0,FALSE
513,"0_3","menneske",0,125,0,FALSE
513,"0_3","motorsykkel",0,125,0,FALSE
513,"0_3","nothing",365,125,2.92,FALSE
513,"0_3","raadyr",31,125,0.248,FALSE
513,"0_3","rev",26,125,0.208,FALSE
513,"0_3","rugde",0,125,0,FALSE
513,"0_3","sau",0,125,0,FALSE
513,"0_3","skogshons",0,125,0,FALSE
513,"0_3","smagnagere",0,125,0,FALSE
513,"0_3","sykkel",0,125,0,FALSE
513,"0_3","ukjent",0,125,0,FALSE
513,"0_3","ulv",0,125,0,FALSE
513,"0_3","villsvin",0,125,0,FALSE
513,"0_3",NA,0,125,0,FALSE
513,"1_1","andre_maardyr",0,114,0,TRUE
513,"1_1","andre_pattedyr",0,114,0,TRUE
513,"1_1","bjorn",0,114,0,TRUE
513,"1_1","ekorn",1,114,0.0087719298245614,TRUE
513,"1_1","elg",1,114,0.0087719298245614,TRUE
513,"1_1","fugl",1,114,0.0087719298245614,TRUE
513,"1_1","gaupe",0,114,0,TRUE
513,"1_1","grevling",83,114,0.728070175438597,TRUE
513,"1_1","hare",2,114,0.0175438596491228,TRUE
513,"1_1","hjort",0,114,0,TRUE
513,"1_1","hund",1,114,0.0087719298245614,TRUE
513,"1_1","ilder",0,114,0,TRUE
513,"1_1","katt",1,114,0.0087719298245614,TRUE
513,"1_1","kjoeretoey",0,114,0,TRUE
513,"1_1","ku",0,114,0,TRUE
513,"1_1","maar",0,114,0,TRUE
513,"1_1","menneske",0,114,0,TRUE
513,"1_1","motorsykkel",0,114,0,TRUE
513,"1_1","nothing",125,114,1.09649122807018,TRUE
513,"1_1","raadyr",40,114,0.350877192982456,TRUE
513,"1_1","rev",51,114,0.447368421052632,TRUE
513,"1_1","rugde",0,114,0,TRUE
513,"1_1","sau",0,114,0,TRUE
513,"1_1","skogshons",0,114,0,TRUE
513,"1_1","smagnagere",0,114,0,TRUE
513,"1_1","sykkel",0,114,0,TRUE
513,"1_1","ukjent",4,114,0.0350877192982456,TRUE
513,"1_1","ulv",0,114,0,TRUE
513,"1_1","villsvin",0,114,0,TRUE
513,"1_1",NA,0,114,0,TRUE
513,"1_2","andre_maardyr",0,83,0,TRUE
513,"1_2","andre_pattedyr",0,83,0,TRUE
513,"1_2","bjorn",0,83,0,TRUE
513,"1_2","ekorn",6,83,0.072289156626506,TRUE
513,"1_2","elg",0,83,0,TRUE
513,"1_2","fugl",1,83,0.0120481927710843,TRUE
513,"1_2","gaupe",0,83,0,TRUE
513,"1_2","grevling",29,83,0.349397590361446,TRUE
513,"1_2","hare",0,83,0,TRUE
513,"1_2","hjort",0,83,0,TRUE
513,"1_2","hund",0,83,0,TRUE
513,"1_2","ilder",0,83,0,TRUE
513,"1_2","katt",0,83,0,TRUE
513,"1_2","kjoeretoey",0,83,0,TRUE
513,"1_2","ku",0,83,0,TRUE
513,"1_2","maar",0,83,0,TRUE
513,"1_2","menneske",1,83,0.0120481927710843,TRUE
513,"1_2","motorsykkel",0,83,0,TRUE
513,"1_2","nothing",90,83,1.08433734939759,TRUE
513,"1_2","raadyr",20,83,0.240963855421687,TRUE
513,"1_2","rev",20,83,0.240963855421687,TRUE
513,"1_2","rugde",0,83,0,TRUE
513,"1_2","sau",0,83,0,TRUE
513,"1_2","skogshons",0,83,0,TRUE
513,"1_2","smagnagere",0,83,0,TRUE
513,"1_2","sykkel",0,83,0,TRUE
513,"1_2","ukjent",2,83,0.0240963855421687,TRUE
513,"1_2","ulv",0,83,0,TRUE
513,"1_2","villsvin",0,83,0,TRUE
513,"1_2",NA,0,83,0,TRUE
535,"Control","andre_maardyr",0,203,0,FALSE
535,"Control","andre_pattedyr",0,203,0,FALSE
535,"Control","bjorn",0,203,0,FALSE
535,"Control","ekorn",13,203,0.0640394088669951,FALSE
535,"Control","elg",0,203,0,FALSE
535,"Control","fugl",107,203,0.527093596059113,FALSE
535,"Control","gaupe",1,203,0.00492610837438424,FALSE
535,"Control","grevling",38,203,0.187192118226601,FALSE
535,"Control","hare",25,203,0.123152709359606,FALSE
535,"Control","hjort",0,203,0,FALSE
535,"Control","hund",1,203,0.00492610837438424,FALSE
535,"Control","ilder",0,203,0,FALSE
535,"Control","katt",3,203,0.0147783251231527,FALSE
535,"Control","kjoeretoey",0,203,0,FALSE
535,"Control","ku",14,203,0.0689655172413793,FALSE
535,"Control","maar",0,203,0,FALSE
535,"Control","menneske",7,203,0.0344827586206897,FALSE
535,"Control","motorsykkel",0,203,0,FALSE
535,"Control","nothing",219,203,1.07881773399015,FALSE
535,"Control","raadyr",11,203,0.0541871921182266,FALSE
535,"Control","rev",29,203,0.142857142857143,FALSE
535,"Control","rugde",0,203,0,FALSE
535,"Control","sau",173,203,0.852216748768473,FALSE
535,"Control","skogshons",0,203,0,FALSE
535,"Control","smagnagere",0,203,0,FALSE
535,"Control","sykkel",0,203,0,FALSE
535,"Control","ukjent",3,203,0.0147783251231527,FALSE
535,"Control","ulv",0,203,0,FALSE
535,"Control","villsvin",0,203,0,FALSE
535,"Control",NA,0,203,0,FALSE
638,"Control","andre_maardyr",0,365,0,FALSE
638,"Control","andre_pattedyr",0,365,0,FALSE
638,"Control","bjorn",0,365,0,FALSE
638,"Control","ekorn",2,365,0.00547945205479452,FALSE
638,"Control","elg",7,365,0.0191780821917808,FALSE
638,"Control","fugl",1,365,0.00273972602739726,FALSE
638,"Control","gaupe",0,365,0,FALSE
638,"Control","grevling",9,365,0.0246575342465753,FALSE
638,"Control","hare",0,365,0,FALSE
638,"Control","hjort",0,365,0,FALSE
638,"Control","hund",5,365,0.0136986301369863,FALSE
638,"Control","ilder",0,365,0,FALSE
638,"Control","katt",0,365,0,FALSE
638,"Control","kjoeretoey",0,365,0,FALSE
638,"Control","ku",0,365,0,FALSE
638,"Control","maar",3,365,0.00821917808219178,FALSE
638,"Control","menneske",116,365,0.317808219178082,FALSE
638,"Control","motorsykkel",0,365,0,FALSE
638,"Control","nothing",402,365,1.1013698630137,FALSE
638,"Control","raadyr",200,365,0.547945205479452,FALSE
638,"Control","rev",22,365,0.0602739726027397,FALSE
638,"Control","rugde",0,365,0,FALSE
638,"Control","sau",0,365,0,FALSE
638,"Control","skogshons",0,365,0,FALSE
638,"Control","smagnagere",0,365,0,FALSE
638,"Control","sykkel",0,365,0,FALSE
638,"Control","ukjent",6,365,0.0164383561643836,FALSE
638,"Control","ulv",0,365,0,FALSE
638,"Control","villsvin",0,365,0,FALSE
638,"Control",NA,0,365,0,FALSE
651,"0_1","andre_maardyr",0,7,0,FALSE
651,"0_1","andre_pattedyr",0,7,0,FALSE
651,"0_1","bjorn",0,7,0,FALSE
651,"0_1","ekorn",0,7,0,FALSE
651,"0_1","elg",0,7,0,FALSE
651,"0_1","fugl",0,7,0,FALSE
651,"0_1","gaupe",0,7,0,FALSE
651,"0_1","grevling",0,7,0,FALSE
651,"0_1","hare",0,7,0,FALSE
651,"0_1","hjort",0,7,0,FALSE
651,"0_1","hund",0,7,0,FALSE
651,"0_1","ilder",0,7,0,FALSE
651,"0_1","katt",0,7,0,FALSE
651,"0_1","kjoeretoey",0,7,0,FALSE
651,"0_1","ku",0,7,0,FALSE
651,"0_1","maar",0,7,0,FALSE
651,"0_1","menneske",0,7,0,FALSE
651,"0_1","motorsykkel",0,7,0,FALSE
651,"0_1","nothing",7,7,1,FALSE
651,"0_1","raadyr",2,7,0.285714285714286,FALSE
651,"0_1","rev",0,7,0,FALSE
651,"0_1","rugde",0,7,0,FALSE
651,"0_1","sau",0,7,0,FALSE
651,"0_1","skogshons",0,7,0,FALSE
651,"0_1","smagnagere",0,7,0,FALSE
651,"0_1","sykkel",0,7,0,FALSE
651,"0_1","ukjent",0,7,0,FALSE
651,"0_1","ulv",0,7,0,FALSE
651,"0_1","villsvin",0,7,0,FALSE
651,"0_1",NA,0,7,0,FALSE
651,"0_2","andre_maardyr",0,74,0,FALSE
651,"0_2","andre_pattedyr",0,74,0,FALSE
651,"0_2","bjorn",0,74,0,FALSE
651,"0_2","ekorn",1,74,0.0135135135135135,FALSE
651,"0_2","elg",0,74,0,FALSE
651,"0_2","fugl",0,74,0,FALSE
651,"0_2","gaupe",0,74,0,FALSE
651,"0_2","grevling",0,74,0,FALSE
651,"0_2","hare",0,74,0,FALSE
651,"0_2","hjort",0,74,0,FALSE
651,"0_2","hund",0,74,0,FALSE
651,"0_2","ilder",0,74,0,FALSE
651,"0_2","katt",2,74,0.027027027027027,FALSE
651,"0_2","kjoeretoey",0,74,0,FALSE
651,"0_2","ku",0,74,0,FALSE
651,"0_2","maar",6,74,0.0810810810810811,FALSE
651,"0_2","menneske",4,74,0.0540540540540541,FALSE
651,"0_2","motorsykkel",0,74,0,FALSE
651,"0_2","nothing",74,74,1,FALSE
651,"0_2","raadyr",12,74,0.162162162162162,FALSE
651,"0_2","rev",3,74,0.0405405405405405,FALSE
651,"0_2","rugde",0,74,0,FALSE
651,"0_2","sau",0,74,0,FALSE
651,"0_2","skogshons",0,74,0,FALSE
651,"0_2","smagnagere",0,74,0,FALSE
651,"0_2","sykkel",0,74,0,FALSE
651,"0_2","ukjent",4,74,0.0540540540540541,FALSE
651,"0_2","ulv",0,74,0,FALSE
651,"0_2","villsvin",0,74,0,FALSE
651,"0_2",NA,0,74,0,FALSE
651,"0_3","andre_maardyr",0,126,0,FALSE
651,"0_3","andre_pattedyr",0,126,0,FALSE
651,"0_3","bjorn",0,126,0,FALSE
651,"0_3","ekorn",8,126,0.0634920634920635,FALSE
651,"0_3","elg",0,126,0,FALSE
651,"0_3","fugl",0,126,0,FALSE
651,"0_3","gaupe",0,126,0,FALSE
651,"0_3","grevling",0,126,0,FALSE
651,"0_3","hare",0,126,0,FALSE
651,"0_3","hjort",0,126,0,FALSE
651,"0_3","hund",0,126,0,FALSE
651,"0_3","ilder",0,126,0,FALSE
651,"0_3","katt",0,126,0,FALSE
651,"0_3","kjoeretoey",0,126,0,FALSE
651,"0_3","ku",0,126,0,FALSE
651,"0_3","maar",0,126,0,FALSE
651,"0_3","menneske",0,126,0,FALSE
651,"0_3","motorsykkel",0,126,0,FALSE
651,"0_3","nothing",130,126,1.03174603174603,FALSE
651,"0_3","raadyr",11,126,0.0873015873015873,FALSE
651,"0_3","rev",4,126,0.0317460317460317,FALSE
651,"0_3","rugde",0,126,0,FALSE
651,"0_3","sau",0,126,0,FALSE
651,"0_3","skogshons",0,126,0,FALSE
651,"0_3","smagnagere",0,126,0,FALSE
651,"0_3","sykkel",0,126,0,FALSE
651,"0_3","ukjent",1,126,0.00793650793650794,FALSE
651,"0_3","ulv",0,126,0,FALSE
651,"0_3","villsvin",0,126,0,FALSE
651,"0_3",NA,0,126,0,FALSE
651,"1_1","andre_maardyr",0,111,0,TRUE
651,"1_1","andre_pattedyr",0,111,0,TRUE
651,"1_1","bjorn",0,111,0,TRUE
651,"1_1","ekorn",8,111,0.0720720720720721,TRUE
651,"1_1","elg",0,111,0,TRUE
651,"1_1","fugl",0,111,0,TRUE
651,"1_1","gaupe",0,111,0,TRUE
651,"1_1","grevling",1,111,0.00900900900900901,TRUE
651,"1_1","hare",0,111,0,TRUE
651,"1_1","hjort",0,111,0,TRUE
651,"1_1","hund",0,111,0,TRUE
651,"1_1","ilder",0,111,0,TRUE
651,"1_1","katt",3,111,0.027027027027027,TRUE
651,"1_1","kjoeretoey",0,111,0,TRUE
651,"1_1","ku",0,111,0,TRUE
651,"1_1","maar",0,111,0,TRUE
651,"1_1","menneske",1,111,0.00900900900900901,TRUE
651,"1_1","motorsykkel",0,111,0,TRUE
651,"1_1","nothing",113,111,1.01801801801802,TRUE
651,"1_1","raadyr",6,111,0.0540540540540541,TRUE
651,"1_1","rev",6,111,0.0540540540540541,TRUE
651,"1_1","rugde",0,111,0,TRUE
651,"1_1","sau",0,111,0,TRUE
651,"1_1","skogshons",0,111,0,TRUE
651,"1_1","smagnagere",0,111,0,TRUE
651,"1_1","sykkel",0,111,0,TRUE
651,"1_1","ukjent",2,111,0.018018018018018,TRUE
651,"1_1","ulv",0,111,0,TRUE
651,"1_1","villsvin",0,111,0,TRUE
651,"1_1",NA,0,111,0,TRUE
651,"1_2","andre_maardyr",0,80,0,TRUE
651,"1_2","andre_pattedyr",0,80,0,TRUE
651,"1_2","bjorn",0,80,0,TRUE
651,"1_2","ekorn",3,80,0.0375,TRUE
651,"1_2","elg",0,80,0,TRUE
651,"1_2","fugl",0,80,0,TRUE
651,"1_2","gaupe",0,80,0,TRUE
651,"1_2","grevling",3,80,0.0375,TRUE
651,"1_2","hare",0,80,0,TRUE
651,"1_2","hjort",0,80,0,TRUE
651,"1_2","hund",0,80,0,TRUE
651,"1_2","ilder",0,80,0,TRUE
651,"1_2","katt",2,80,0.025,TRUE
651,"1_2","kjoeretoey",0,80,0,TRUE
651,"1_2","ku",0,80,0,TRUE
651,"1_2","maar",1,80,0.0125,TRUE
651,"1_2","menneske",5,80,0.0625,TRUE
651,"1_2","motorsykkel",0,80,0,TRUE
651,"1_2","nothing",85,80,1.0625,TRUE
651,"1_2","raadyr",10,80,0.125,TRUE
651,"1_2","rev",6,80,0.075,TRUE
651,"1_2","rugde",0,80,0,TRUE
651,"1_2","sau",0,80,0,TRUE
651,"1_2","skogshons",0,80,0,TRUE
651,"1_2","smagnagere",0,80,0,TRUE
651,"1_2","sykkel",0,80,0,TRUE
651,"1_2","ukjent",2,80,0.025,TRUE
651,"1_2","ulv",0,80,0,TRUE
651,"1_2","villsvin",0,80,0,TRUE
651,"1_2",NA,0,80,0,TRUE
656,"0_1","andre_maardyr",0,103,0,FALSE
656,"0_1","andre_pattedyr",0,103,0,FALSE
656,"0_1","bjorn",0,103,0,FALSE
656,"0_1","ekorn",1,103,0.00970873786407767,FALSE
656,"0_1","elg",1,103,0.00970873786407767,FALSE
656,"0_1","fugl",3,103,0.029126213592233,FALSE
656,"0_1","gaupe",4,103,0.0388349514563107,FALSE
656,"0_1","grevling",20,103,0.194174757281553,FALSE
656,"0_1","hare",0,103,0,FALSE
656,"0_1","hjort",0,103,0,FALSE
656,"0_1","hund",0,103,0,FALSE
656,"0_1","ilder",0,103,0,FALSE
656,"0_1","katt",0,103,0,FALSE
656,"0_1","kjoeretoey",0,103,0,FALSE
656,"0_1","ku",0,103,0,FALSE
656,"0_1","maar",0,103,0,FALSE
656,"0_1","menneske",0,103,0,FALSE
656,"0_1","motorsykkel",0,103,0,FALSE
656,"0_1","nothing",113,103,1.09708737864078,FALSE
656,"0_1","raadyr",0,103,0,FALSE
656,"0_1","rev",8,103,0.0776699029126214,FALSE
656,"0_1","rugde",1,103,0.00970873786407767,FALSE
656,"0_1","sau",0,103,0,FALSE
656,"0_1","skogshons",0,103,0,FALSE
656,"0_1","smagnagere",0,103,0,FALSE
656,"0_1","sykkel",0,103,0,FALSE
656,"0_1","ukjent",0,103,0,FALSE
656,"0_1","ulv",0,103,0,FALSE
656,"0_1","villsvin",0,103,0,FALSE
656,"0_1",NA,0,103,0,FALSE
656,"0_2","andre_maardyr",0,68,0,FALSE
656,"0_2","andre_pattedyr",0,68,0,FALSE
656,"0_2","bjorn",0,68,0,FALSE
656,"0_2","ekorn",6,68,0.0882352941176471,FALSE
656,"0_2","elg",0,68,0,FALSE
656,"0_2","fugl",3,68,0.0441176470588235,FALSE
656,"0_2","gaupe",0,68,0,FALSE
656,"0_2","grevling",2,68,0.0294117647058824,FALSE
656,"0_2","hare",0,68,0,FALSE
656,"0_2","hjort",0,68,0,FALSE
656,"0_2","hund",0,68,0,FALSE
656,"0_2","ilder",0,68,0,FALSE
656,"0_2","katt",1,68,0.0147058823529412,FALSE
656,"0_2","kjoeretoey",0,68,0,FALSE
656,"0_2","ku",0,68,0,FALSE
656,"0_2","maar",1,68,0.0147058823529412,FALSE
656,"0_2","menneske",20,68,0.294117647058824,FALSE
656,"0_2","motorsykkel",0,68,0,FALSE
656,"0_2","nothing",71,68,1.04411764705882,FALSE
656,"0_2","raadyr",4,68,0.0588235294117647,FALSE
656,"0_2","rev",2,68,0.0294117647058824,FALSE
656,"0_2","rugde",1,68,0.0147058823529412,FALSE
656,"0_2","sau",0,68,0,FALSE
656,"0_2","skogshons",0,68,0,FALSE
656,"0_2","smagnagere",0,68,0,FALSE
656,"0_2","sykkel",0,68,0,FALSE
656,"0_2","ukjent",2,68,0.0294117647058824,FALSE
656,"0_2","ulv",0,68,0,FALSE
656,"0_2","villsvin",0,68,0,FALSE
656,"0_2",NA,0,68,0,FALSE
656,"0_3","andre_maardyr",0,10,0,FALSE
656,"0_3","andre_pattedyr",0,10,0,FALSE
656,"0_3","bjorn",0,10,0,FALSE
656,"0_3","ekorn",0,10,0,FALSE
656,"0_3","elg",0,10,0,FALSE
656,"0_3","fugl",0,10,0,FALSE
656,"0_3","gaupe",0,10,0,FALSE
656,"0_3","grevling",2,10,0.2,FALSE
656,"0_3","hare",0,10,0,FALSE
656,"0_3","hjort",0,10,0,FALSE
656,"0_3","hund",0,10,0,FALSE
656,"0_3","ilder",0,10,0,FALSE
656,"0_3","katt",0,10,0,FALSE
656,"0_3","kjoeretoey",0,10,0,FALSE
656,"0_3","ku",0,10,0,FALSE
656,"0_3","maar",0,10,0,FALSE
656,"0_3","menneske",0,10,0,FALSE
656,"0_3","motorsykkel",0,10,0,FALSE
656,"0_3","nothing",11,10,1.1,FALSE
656,"0_3","raadyr",0,10,0,FALSE
656,"0_3","rev",2,10,0.2,FALSE
656,"0_3","rugde",0,10,0,FALSE
656,"0_3","sau",0,10,0,FALSE
656,"0_3","skogshons",0,10,0,FALSE
656,"0_3","smagnagere",0,10,0,FALSE
656,"0_3","sykkel",0,10,0,FALSE
656,"0_3","ukjent",0,10,0,FALSE
656,"0_3","ulv",0,10,0,FALSE
656,"0_3","villsvin",0,10,0,FALSE
656,"0_3",NA,0,10,0,FALSE
656,"1_1","andre_maardyr",0,89,0,TRUE
656,"1_1","andre_pattedyr",0,89,0,TRUE
656,"1_1","bjorn",0,89,0,TRUE
656,"1_1","ekorn",0,89,0,TRUE
656,"1_1","elg",0,89,0,TRUE
656,"1_1","fugl",2,89,0.0224719101123595,TRUE
656,"1_1","gaupe",0,89,0,TRUE
656,"1_1","grevling",14,89,0.157303370786517,TRUE
656,"1_1","hare",0,89,0,TRUE
656,"1_1","hjort",0,89,0,TRUE
656,"1_1","hund",0,89,0,TRUE
656,"1_1","ilder",0,89,0,TRUE
656,"1_1","katt",0,89,0,TRUE
656,"1_1","kjoeretoey",0,89,0,TRUE
656,"1_1","ku",0,89,0,TRUE
656,"1_1","maar",9,89,0.101123595505618,TRUE
656,"1_1","menneske",8,89,0.0898876404494382,TRUE
656,"1_1","motorsykkel",0,89,0,TRUE
656,"1_1","nothing",98,89,1.10112359550562,TRUE
656,"1_1","raadyr",1,89,0.0112359550561798,TRUE
656,"1_1","rev",5,89,0.0561797752808989,TRUE
656,"1_1","rugde",0,89,0,TRUE
656,"1_1","sau",0,89,0,TRUE
656,"1_1","skogshons",0,89,0,TRUE
656,"1_1","smagnagere",0,89,0,TRUE
656,"1_1","sykkel",0,89,0,TRUE
656,"1_1","ukjent",1,89,0.0112359550561798,TRUE
656,"1_1","ulv",0,89,0,TRUE
656,"1_1","villsvin",0,89,0,TRUE
656,"1_1",NA,0,89,0,TRUE
656,"1_2","andre_maardyr",0,128,0,TRUE
656,"1_2","andre_pattedyr",0,128,0,TRUE
656,"1_2","bjorn",0,128,0,TRUE
656,"1_2","ekorn",5,128,0.0390625,TRUE
656,"1_2","elg",0,128,0,TRUE
656,"1_2","fugl",4,128,0.03125,TRUE
656,"1_2","gaupe",3,128,0.0234375,TRUE
656,"1_2","grevling",0,128,0,TRUE
656,"1_2","hare",0,128,0,TRUE
656,"1_2","hjort",0,128,0,TRUE
656,"1_2","hund",0,128,0,TRUE
656,"1_2","ilder",0,128,0,TRUE
656,"1_2","katt",0,128,0,TRUE
656,"1_2","kjoeretoey",0,128,0,TRUE
656,"1_2","ku",0,128,0,TRUE
656,"1_2","maar",0,128,0,TRUE
656,"1_2","menneske",3,128,0.0234375,TRUE
656,"1_2","motorsykkel",0,128,0,TRUE
656,"1_2","nothing",131,128,1.0234375,TRUE
656,"1_2","raadyr",1,128,0.0078125,TRUE
656,"1_2","rev",16,128,0.125,TRUE
656,"1_2","rugde",0,128,0,TRUE
656,"1_2","sau",0,128,0,TRUE
656,"1_2","skogshons",0,128,0,TRUE
656,"1_2","smagnagere",0,128,0,TRUE
656,"1_2","sykkel",0,128,0,TRUE
656,"1_2","ukjent",0,128,0,TRUE
656,"1_2","ulv",0,128,0,TRUE
656,"1_2","villsvin",0,128,0,TRUE
656,"1_2",NA,3,128,0.0234375,TRUE
662,"Control","andre_maardyr",0,331,0,FALSE
662,"Control","andre_pattedyr",0,331,0,FALSE
662,"Control","bjorn",0,331,0,FALSE
662,"Control","ekorn",0,331,0,FALSE
662,"Control","elg",1,331,0.00302114803625378,FALSE
662,"Control","fugl",2,331,0.00604229607250755,FALSE
662,"Control","gaupe",0,331,0,FALSE
662,"Control","grevling",3,331,0.00906344410876133,FALSE
662,"Control","hare",2,331,0.00604229607250755,FALSE
662,"Control","hjort",1,331,0.00302114803625378,FALSE
662,"Control","hund",1,331,0.00302114803625378,FALSE
662,"Control","ilder",0,331,0,FALSE
662,"Control","katt",5,331,0.0151057401812689,FALSE
662,"Control","kjoeretoey",0,331,0,FALSE
662,"Control","ku",0,331,0,FALSE
662,"Control","maar",1,331,0.00302114803625378,FALSE
662,"Control","menneske",8,331,0.0241691842900302,FALSE
662,"Control","motorsykkel",0,331,0,FALSE
662,"Control","nothing",198,331,0.598187311178248,FALSE
